0	1	1	1
0.314159	1	0.91017	0.951057
0.628319	0.901304	0.746648	0.809017
0.942478	0.703912	0.530745	0.587785
1.25664	0.417565	0.286559	0.309017
1.5708	0.0617441	0.0385663	6.12323e-17
1.88496	-0.335288	-0.190613	-0.309017
2.19911	-0.738415	-0.382083	-0.587785
2.51327	-1.10845	-0.52203	-0.809017
2.82743	-1.40561	-0.602512	-0.951057
3.14159	-1.59336	-0.62164	-1
3.45575	-1.64239	-0.583208	-0.951057
3.76991	-1.53416	-0.495839	-0.809017
4.08407	-1.26383	-0.371776	-0.587785
4.39823	-0.842091	-0.225462	-0.309017
4.71239	-0.295613	-0.0720377	-1.83697e-16
5.02655	0.333976	0.0740755	0.309017
5.34071	0.992742	0.200409	0.587785
5.65487	1.61854	0.297392	0.809017
5.96903	2.14637	0.358947	0.951057
6.28319	2.51445	0.382729	1
6.59734	2.67069	0.369994	0.951057
6.9115	2.57876	0.325166	0.809017
7.22566	2.22325	0.255156	0.587785
7.53982	1.61323	0.168513	0.309017
7.85398	0.783777	0.0745167	3.06162e-16
8.16814	-0.204893	-0.0177301	-0.309017
8.4823	-1.27092	-0.100098	-0.587785
8.79646	-2.31672	-0.166074	-0.809017
9.11062	-3.23709	-0.211206	-0.951057
9.42478	-3.92881	-0.23331	-1
9.73894	-4.30104	-0.232471	-0.951057
10.0531	-4.28551	-0.210824	-0.809017
10.3673	-3.84549	-0.172184	-0.587785
10.6814	-2.9825	-0.121547	-0.309017
10.9956	-1.73998	-0.0645401	-4.28626e-16
11.3097	-0.203096	-0.00685661	0.309017
11.6239	1.50552	0.046261	0.587785
11.9381	3.23417	0.0904515	0.809017
12.2522	4.81424	0.122547	0.951057
12.5664	6.07511	0.140751	1
12.8805	6.86083	0.144676	0.951057
13.1947	7.04696	0.135252	0.809017
13.5088	6.55596	0.114525	0.587785
13.823	5.36945	0.0853723	0.309017
14.1372	3.53589	0.0511692	5.51091e-16
14.4513	1.17239	0.015442	-0.309017
14.7655	-1.54009	-0.018463	-0.587785
15.0796	-4.36828	-0.0476637	-0.809017
15.3938	-7.04447	-0.0699597	-0.951057
15.708	-9.28953	-0.0839684	-1
16.0221	-10.8393	-0.0891757	-0.951057
16.3363	-11.4723	-0.0859046	-0.809017
16.6504	-11.0354	-0.0752105	-0.587785
16.9646	-9.46632	-0.0587209	-0.309017
17.2788	-6.80806	-0.0384377	-2.44991e-15
17.5929	-3.2155	-0.0165236	0.309017
17.9071	1.04898	0.00490621	0.587785
18.2212	5.63082	0.0239703	0.809017
18.5354	10.1091	0.0391686	0.951057
18.8496	14.0317	0.0494831	1
19.1637	16.9565	0.0544259	0.951057
19.4779	18.4965	0.0540357	0.809017
19.792	18.3629	0.0488265	0.587785
20.1062	16.4038	0.0396991	0.309017
20.4204	12.6324	0.0278255	-9.80336e-16
20.7345	7.24191	0.0145189	-0.309017
21.0487	0.604698	0.00110342	-0.587785
21.3628	-6.74726	-0.0112061	-0.809017
21.677	-14.1589	-0.0214032	-0.951057
21.9911	-20.9046	-0.0287616	-1
22.3053	-26.2529	-0.0328754	-0.951057
22.6195	-29.538	-0.0336664	-0.809017
22.9336	-30.232	-0.0313621	-0.587785
23.2478	-28.0108	-0.0264475	-0.309017
23.5619	-22.8057	-0.0195987	-2.69484e-15
23.8761	-14.8361	-0.0116045	0.309017
24.1903	-4.61571	-0.00328599	0.587785
24.5044	7.06898	0.00458044	0.809017
24.8186	19.2092	0.0113288	0.951057
25.1327	30.6518	0.0164532	1
25.4469	40.1985	0.0196394	0.951057
25.7611	46.72	0.0207751	0.809017
26.0752	49.274	0.0199425	0.587785
26.3894	47.217	0.0173933	0.309017
26.7035	40.2968	0.0135107	-7.35407e-16
27.0177	28.7165	0.00876317	-0.309017
27.3319	13.1591	0.00365491	-0.587785
27.646	-5.23259	-0.00132279	-0.809017
27.9602	-24.923	-0.00573452	-0.951057
28.2743	-44.0969	-0.00923481	-1
28.5885	-60.8111	-0.0115911	-0.951057
28.9027	-73.173	-0.0126945	-0.809017
29.2168	-79.5332	-0.0125584	-0.587785
29.531	-78.6715	-0.0113065	-0.309017
29.8451	-69.9601	-0.00915129	-2.93977e-15
30.1593	-53.4842	-0.00636765	0.309017
30.4734	-30.1035	-0.00326207	0.587785
30.7876	-1.4441	-0.000142428	0.809017
31.1018	30.1864	0.00270977	0.951057
31.4159	61.9594	0.00506234	1
31.7301	90.7531	0.00674882	0.951057
32.0442	113.432	0.00767756	0.809017
32.3584	127.153	0.00783319	0.587785
32.6726	129.68	0.00727119	0.309017
32.9867	119.656	0.0061065	-4.90478e-16
33.3009	96.8344	0.00449788	-0.309017
33.615	62.2028	0.00262973	-0.587785
33.9292	18.0139	0.000693157	-0.809017
34.2434	-32.3141	-0.00113172	-0.951057
34.5575	-84.42	-0.002691	-1
34.8717	-133.337	-0.00386848	-0.951057
35.1858	-173.921	-0.00459268	-0.809017
35.5	-201.346	-0.00483926	-0.587785
35.8142	-211.606	-0.00462898	-0.309017
36.1283	-201.993	-0.00402177	-3.1847e-15
36.4425	-171.496	-0.00310783	0.309017
36.7566	-121.063	-0.00199681	0.587785
37.0708	-53.7039	-0.000806221	0.809017
37.385	25.6036	0.000349842	0.951057
37.6991	110.212	0.00137063	1
38.0133	192.292	0.00217659	0.951057
38.3274	263.496	0.00271464	0.809017
38.6416	315.721	0.00296049	0.587785
38.9557	341.94	0.00291832	0.309017
39.2699	336.998	0.00261778	-2.45548e-16
39.5841	298.309	0.00210908	-0.309017
